Year,State,Division,County,Region,Population_Description,Offense,Offender_Race,Offender_Ethnicity,Offender_Age,Offender_Sex,Victim_Type,Location,Weapon,Property_Type,Stolen_Value,Recovered_Value,Recovered?,Recovery_Date
2013,Michigan,East North Central,MACOMB,Midwest,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Trailers,6000.0,0.0,N,
2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,,,,,Individual,Residence/Home,,Other,1764.0,0.0,N,
2013,Tennessee,East South Central,CHEATHAM,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,,55.0,M,Individual,Farm Facility,,Trailers,24000.0,12000.0,Y,08-Jan-13
2013,South Carolina,South Atlantic,FAIRFIELD,South,"MSA counties from 10,000 thru 24,999",All Other Larceny,Unknown,,,U,Individual,Service/Gas Station,,Other,23000.0,0.0,N,
2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Other,3500.0,0.0,N,
2013,Florida,South Atlantic,MIAMI-DADE,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Business,Parking/Drop Lot/Garage,,Clothes/ Furs,5000.0,0.0,N,
2013,South Carolina,South Atlantic,PICKENS,South,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,White,,25.0,M,Individual,Parking/Drop Lot/Garage,,Automobile,3715.0,3715.0,Y,19-Mar-13
2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",All Other Larceny,Unknown,,,U,Individual,Parking/Drop Lot/Garage,,Other,1130.0,350.0,Y,11-Sep-13
2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",All Other Larceny,Unknown,,,U,Government,Parking/Drop Lot/Garage,,Other,1130.0,350.0,Y,11-Sep-13
2013,West Virginia,South Atlantic,BERKELEY,South,"MSA counties under 10,000",Motor Vehicle Theft,White,,32.0,M,Business,Commercial/Office Building,,Automobile,4800.0,4800.0,Y,31-Aug-13
2013,Florida,South Atlantic,POLK,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Business,Not Specified,,Trailers,25000.0,0.0,N,
2013,Tennessee,East South Central,CAMPBELL,South,"Cities under 2,500",Motor Vehicle Theft,White,,34.0,F,Business,Rental Storage Facility,,Automobile,10000.0,0.0,N,
2013,Tennessee,East South Central,DAVIDSON,South,"Cities from 500,000 thru 999,999",Embezzlement,White,,34.0,F,Business,Drug Store/Doctor's Office/Hospital,,Money,18358.0,0.0,N,
2013,Virginia,South Atlantic,FREDERICK,South,"MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,,,,,Individual,Parking/Drop Lot/Garage,,Trailers,10000.0,10000.0,Y,08-Oct-13
2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Theft From Motor Vehicle,,,,,Business,Other/Unknown,,Portable Electronic Communications,50000.0,0.0,N,
2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Theft From Motor Vehicle,,,,,Business,Parking/Drop Lot/Garage,,Household Goods,3000.0,0.0,N,
2013,Tennessee,East South Central,SHELBY,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,,,,,Business,Other/Unknown,,Portable Electronic Communications,50000.0,0.0,N,
2013,Virginia,South Atlantic,PORTSMOUTH CITY,South,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,Unknown,,,U,Individual,Residence/Home,,"Metals, Non-Precious",2000.0,0.0,N,
2013,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",All Other Larceny,,,,,Business,Rental Storage Facility,,Other,2000.0,0.0,N,
2013,Florida,South Atlantic,ORANGE,South,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,,,,,Individual,Not Specified,,Trailers,40000.0,0.0,N,
2013,West Virginia,South Atlantic,MINERAL,South,"MSA counties under 10,000",Credit Card/Automated Teller Machine Fraud,Unknown,,,U,Individual,Specialty Store,,Money,4670.0,0.0,N,
2013,Arkansas,West South Central,PULASKI,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,,,,,Business,Residence/Home,,Automobile,3500.0,0.0,N,
2013,Tennessee,East South Central,SHELBY,South,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Business,Highway/Road/Alley/Street/Sidewalk,,Other,88445.0,0.0,N,
2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,Unknown,,,U,Business,Commercial/Office Building,,Other,4395.0,0.0,N,
2013,Delaware,South Atlantic,NEW CASTLE,South,"MSA counties under 10,000",Embezzlement,Black or African American,,22.0,F,Business,Shopping Mall,,Money,2000.0,2000.0,Y,19-Jul-13
2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Embezzlement,Black or African American,,28.0,M,Business,Commercial/Office Building,,Radio/ TV/ VCR,2600.0,0.0,N,
2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",False Pretenses/Swindle/Confidence Game,Black or African American,,32.0,M,Business,Dock/Wharf/Freight/Modal Terminal,,Money,5000.0,0.0,N,
2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,Unknown,,,U,Individual,Residence/Home,,Other,3500.0,0.0,N,
2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",False Pretenses/Swindle/Confidence Game,White,,28.0,M,Individual,Residence/Home,,Automobile,2000.0,2000.0,Y,05-Oct-13
2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,Unknown,,,U,Individual,Residence/Home,,Other,3500.0,0.0,N,
2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",All Other Larceny,Unknown,,,U,Individual,Parking/Drop Lot/Garage,,Automobile,2000.0,0.0,N,
2013,South Carolina,South Atlantic,UNION,South,"Cities under 2,500",Theft From Building,,,,,Individual,Commercial/Office Building,,Merchandise,1040.0,0.0,N,
2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Business,Specialty Store,,Other,6500.0,0.0,N,
2013,South Carolina,South Atlantic,GREENWOOD,South,"Cities from 10,000 thru 24,999",All Other Larceny,Unknown,,,U,Individual,Residence/Home,,Other,2170.0,0.0,N,
2013,South Carolina,South Atlantic,CHESTERFIELD,South,"Non-MSA counties from 25,000 thru 99,999",All Other Larceny,Unknown,,,U,Individual,Auto Dealership New/Used,,Radio/ TV/ VCR,4700.0,0.0,N,
2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 10,000 thru 24,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Other,30000.0,0.0,N,
2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,,,,,Individual,Parking/Drop Lot/Garage,,Trailers,6000.0,6000.0,Y,11-Feb-13
2013,South Carolina,South Atlantic,BERKELEY,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Individual,Other/Unknown,,Trailers,10000.0,0.0,N,
2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 50,000 thru 99,999",Embezzlement,White,,29.0,M,Society/Public,Highway/Road/Alley/Street/Sidewalk,Firearm (Automatic),Money,49000.0,49000.0,Y,27-Jul-13
2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 50,000 thru 99,999",Embezzlement,White,,30.0,M,Society/Public,Highway/Road/Alley/Street/Sidewalk,Firearm (Automatic),Money,49000.0,49000.0,Y,27-Jul-13
2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 50,000 thru 99,999",Embezzlement,White,,31.0,M,Society/Public,Highway/Road/Alley/Street/Sidewalk,Firearm (Automatic),Money,49000.0,49000.0,Y,27-Jul-13
2013,Tennessee,East South Central,LAKE,South,"Non-MSA counties under 10,000",All Other Larceny,Unknown,,,U,Individual,Field/Woods,,Chemicals,3050.0,0.0,N,
2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,Black or African American,,41.0,M,Business,Other/Unknown,,Chemicals,44064.0,0.0,N,
2013,Florida,South Atlantic,POLK,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,,,,,Business,Other/Unknown,,Household Goods,20000.0,0.0,N,
2013,Tennessee,East South Central,CHEATHAM,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,,32.0,M,Society/Public,Farm Facility,,Trailers,24000.0,12000.0,Y,08-Jan-13
2013,Tennessee,East South Central,CHEATHAM,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,,55.0,M,Society/Public,Farm Facility,,Trailers,24000.0,12000.0,Y,08-Jan-13
2013,Tennessee,East South Central,CHEATHAM,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,,32.0,M,Society/Public,Farm Facility,,Trailers,24000.0,12000.0,Y,08-Jan-13
2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",Burglary/Breaking & Entering,Black or African American,,27.0,M,Individual,Residence/Home,,Firearms,40000.0,0.0,N,
2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",Burglary/Breaking & Entering,Black or African American,,20.0,F,Individual,Residence/Home,,Firearms,40000.0,0.0,N,
2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",Burglary/Breaking & Entering,Black or African American,,20.0,M,Individual,Residence/Home,,Firearms,40000.0,0.0,N,
2013,South Carolina,South Atlantic,CHARLESTON; BERKELEY,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Unknown,,,U,Business,Hotel/Motel/Etc.,,Automobile,7000.0,0.0,N,
2013,South Carolina,South Atlantic,BERKELEY,South,"Cities from 10,000 thru 24,999",All Other Larceny,Unknown,,,U,Business,Parking/Drop Lot/Garage,,Other,3567.0,0.0,N,
2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,Unknown,,,U,Business,Commercial/Office Building,,Other,1600.0,0.0,N,
2013,Tennessee,East South Central,CHEATHAM,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,,55.0,M,Society/Public,Farm Facility,,Trailers,24000.0,12000.0,Y,08-Jan-13
2013,Tennessee,East South Central,SHELBY,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Business,Highway/Road/Alley/Street/Sidewalk,,Other,88445.0,0.0,N,
2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,Unknown,,,U,Individual,Residence/Home,,Other,2000.0,0.0,N,
2013,South Carolina,South Atlantic,CHESTERFIELD,South,"Non-MSA counties from 25,000 thru 99,999",All Other Larceny,Unknown,,,U,Individual,Residence/Home,,Other,5500.0,0.0,N,
2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Rape,White,,24.0,M,Society/Public,Residence/Home,Handgun,Automobile,5000.0,5000.0,Y,19-Oct-13
2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Robbery,White,,24.0,M,Society/Public,Residence/Home,Handgun,Automobile,5000.0,5000.0,Y,19-Oct-13
2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",Destruction/Damage/Vandalism of Property,Unknown,,,U,Business,Convenience Store,,Other,22000.0,0.0,N,
2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Robbery,White,,,M,Business,Convenience Store,Handgun,Money,4526.0,1526.0,Y,31-Jan-13
2013,Tennessee,East South Central,SHELBY,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Black or African American,,42.0,M,Business,Parking/Drop Lot/Garage,,Trailers,7500.0,7500.0,Y,29-Jan-13
2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Destruction/Damage/Vandalism of Property,,,,,Individual,Hotel/Motel/Etc.,,Other,5284.0,0.0,N,
2013,Tennessee,East South Central,,South,"Cities under 2,500",Theft From Building,Unknown,,,U,Other,Arena/Stadium/Fairgrounds/Coliseum,,Recreational/ Sports Equipment,2230.0,0.0,N,
2013,West Virginia,South Atlantic,JACKSON,South,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,,19.0,M,Individual,Residence/Home,,Other,1750.0,0.0,N,
2013,West Virginia,South Atlantic,JACKSON,South,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,,22.0,M,Individual,Residence/Home,,Other,1750.0,0.0,N,
2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,Unknown,,,U,Business,Commercial/Office Building,,Trailers,10000.0,0.0,N,
2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Embezzlement,Black or African American,,50.0,M,Business,Parking/Drop Lot/Garage,,Portable Electronic Communications,12600.0,0.0,N,
2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,Unknown,,,U,Business,Commercial/Office Building,,"Metals, Non-Precious",100000.0,0.0,N,
2013,South Carolina,South Atlantic,BERKELEY,South,"Cities from 10,000 thru 24,999",All Other Larceny,Unknown,,,U,Business,Parking/Drop Lot/Garage,,Trailers,1500.0,0.0,N,
2013,Tennessee,East South Central,SEQUATCHIE,South,"MSA counties under 10,000",All Other Larceny,White,,31.0,M,Individual,Field/Woods,,Automobile,3500.0,3500.0,Y,10-Apr-14
2013,Tennessee,East South Central,SEQUATCHIE,South,"MSA counties under 10,000",All Other Larceny,White,,31.0,M,Individual,Field/Woods,,Recreational Vehicles,1800.0,0.0,N,
2013,Florida,South Atlantic,PASCO,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Trailers,20000.0,20000.0,Y,08-Oct-13
2013,West Virginia,South Atlantic,JACKSON,South,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Other,1267.0,0.0,N,
2013,Florida,South Atlantic,POLK,South,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Business,Not Specified,,Household Goods,20000.0,0.0,N,
2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 10,000 thru 24,999",All Other Larceny,White,,37.0,M,Individual,Residence/Home,,Automobile,2000.0,0.0,N,
2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 10,000 thru 24,999",All Other Larceny,White,,,M,Individual,Residence/Home,,Automobile,2000.0,0.0,N,
2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 10,000 thru 24,999",All Other Larceny,White,,,M,Individual,Residence/Home,,Automobile,2000.0,0.0,N,
2013,Virginia,South Atlantic,FREDERICK,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,White,,42.0,M,Business,Construction Site,,Other Motor Vehicles,5000.0,0.0,N,
2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 2,500 thru 9,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Other,1833.0,0.0,N,
2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Robbery,White,,24.0,M,Society/Public,Residence/Home,Handgun,Automobile,5000.0,5000.0,Y,19-Oct-13
2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Robbery,White,,20.0,M,Society/Public,Residence/Home,Handgun,Automobile,5000.0,5000.0,Y,19-Oct-13
2013,Tennessee,East South Central,BEDFORD,South,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,Unknown,,,U,Business,Industrial Site,,Trailers,20000.0,0.0,N,
2013,Tennessee,East South Central,BEDFORD,South,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,Unknown,,,U,Business,Industrial Site,,Trailers,20000.0,0.0,N,
2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Unknown,,,U,Individual,Parking/Drop Lot/Garage,,Other,1130.0,350.0,Y,11-Sep-13
2013,Florida,South Atlantic,ORANGE,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,,,,,Business,Highway/Road/Alley/Street/Sidewalk,,Trailers,40000.0,0.0,N,
2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Unknown,,,U,Government,Parking/Drop Lot/Garage,,Other,1130.0,350.0,Y,11-Sep-13
2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Robbery,Black or African American,,,M,Business,Convenience Store,Handgun,Money,4526.0,1526.0,Y,31-Jan-13
2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Robbery,Black or African American,,,M,Business,Convenience Store,Handgun,Money,4526.0,1526.0,Y,31-Jan-13
2013,South Carolina,South Atlantic,GEORGETOWN,South,"Non-MSA counties from 25,000 thru 99,999",Burglary/Breaking & Entering,White,,24.0,F,Individual,Residence/Home,,Other,400621.0,0.0,N,
2013,Tennessee,East South Central,SULLIVAN; CARTER; WASHINGTON,South,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,White,,16.0,M,Individual,Other/Unknown,,Other,2000.0,2000.0,Y,09-Jul-13
2013,Tennessee,East South Central,SULLIVAN; CARTER; WASHINGTON,South,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,White,,19.0,F,Individual,Other/Unknown,,Other,2000.0,2000.0,Y,09-Jul-13
2013,Tennessee,East South Central,SULLIVAN; CARTER; WASHINGTON,South,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,White,,21.0,M,Individual,Other/Unknown,,Other,2000.0,2000.0,Y,09-Jul-13
2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Robbery,Black or African American,,53.0,M,Society/Public,Residence/Home,Handgun,Automobile,5000.0,5000.0,Y,19-Oct-13
2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Rape,White,,20.0,M,Society/Public,Residence/Home,Handgun (Automatic),Automobile,5000.0,5000.0,Y,19-Oct-13
2013,Florida,South Atlantic,POLK,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Individual,Not Specified,,Other Motor Vehicles,100000.0,100000.0,Y,06-Mar-13
2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Robbery,White,,20.0,M,Society/Public,Residence/Home,Handgun (Automatic),Automobile,5000.0,5000.0,Y,19-Oct-13
2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Rape,White,,24.0,M,Society/Public,Residence/Home,Handgun (Automatic),Automobile,5000.0,5000.0,Y,19-Oct-13
2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Robbery,White,,24.0,M,Society/Public,Residence/Home,Handgun (Automatic),Automobile,5000.0,5000.0,Y,19-Oct-13
2013,South Carolina,South Atlantic,BERKELEY,South,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Business,Parking/Drop Lot/Garage,,Trailers,20000.0,20000.0,Y,19-Nov-13
2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Rape,White,,24.0,M,Society/Public,Residence/Home,Handgun (Automatic),Automobile,5000.0,5000.0,Y,19-Oct-13
2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Robbery,White,,24.0,M,Society/Public,Residence/Home,Handgun (Automatic),Automobile,5000.0,5000.0,Y,19-Oct-13
2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Rape,White,,20.0,M,Society/Public,Residence/Home,Handgun,Automobile,5000.0,5000.0,Y,19-Oct-13
2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Rape,White,,24.0,M,Society/Public,Residence/Home,Handgun,Automobile,5000.0,5000.0,Y,19-Oct-13
2013,West Virginia,South Atlantic,MINERAL,South,"MSA counties under 10,000",All Other Larceny,White,,22.0,M,Individual,Residence/Home,,Household Goods,2265.0,0.0,N,
2013,South Carolina,South Atlantic,ABBEVILLE,South,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,,,,,Individual,Other/Unknown,,Other,1150.0,0.0,N,
